street,state,city,postcode,safety_flag
3730 Little Horsethief Canyon Rd,CA,Hesperia,92345-9447,FALSE
2897 Elbib Dr,FL,Saint Cloud,34772-8526,FALSE
1200 Springdale Ln,IL,Elk Grove Village,60007-4654,FALSE
2025 Van Fleet Drive,CA,San Jacinto,92583,FALSE
212 Kellogg Avenue,LA,Lafayette,70506,FALSE
2014 208th St SW,WA,Lynnwood,98036-7912,FALSE
22 Matthews Ave,NY,West Babylon,11704-2308,FALSE
822 E Washington Ave,WI,Madison,53703-6505,FALSE
82 E Silver St,MA,Westfield,01085-4473,FALSE
4619 W Corral Rd,AZ,Laveen,85339,FALSE
8 Llewellyn Place,NJ,West Orange,7052,FALSE
10834 Carloway Hills Dr,FL,Wimauma,33598-6141,FALSE
5120 N Camino Esplendora,AZ,Tucson,85718-6227,FALSE
116 Heather Glen Ln,CT,Mystic,6355,FALSE
213 Temmera Lane,CA,Glendora,91740,FALSE
223 Santa Susana,CA,San Leandro,94579-1956,FALSE
49 King St,NY,Port Byron,13140-8706,FALSE
45 Knollwood,NJ,Flanders,7836,FALSE
314 e church st,TX,forney,75126,FALSE
405 S Main St,NC,Dobson,27017-8430,FALSE
712 E182ST BSMT,NY,BRONX,10457,FALSE
24611 West Kingscrest Circle,TX,Spring,77389,FALSE
412 Clymer Ct,PA,Northampton,18067,FALSE
5313 Claremont St,TX,Houston,77023-3211,FALSE
737 Salem Rd,NY,Uniondale,11553-1932,FALSE
2124 Kentucky St,WI,Racine,53405-4035,FALSE
540 Carillon Pkwy,FL,Saint Petersburg,33716-1204,FALSE
74 Ellis St Apt 3,MA,Brockton,02301-3310,TRUE
5633 Independence Circle,VA,Alexandria,22312,FALSE
107 Frank Ln,PA,Falls,18615-7823,FALSE
1466 Shorewood Dr,FL,Auburndale,33823-5442,FALSE
2930 Geer Rd PBM 136A,CA,Turlock,95382,FALSE
7 Dover St,MA,Fairhaven,02719-3411,FALSE
52351 Briggs Ct,MI,Shelby Twp,48316,FALSE
209 1/2 Maynard St,NM,Santa Fe,87501,FALSE
5408 SW Scholls Ferry Rd,OR,Portland,97225-1602,FALSE
16416 White Rock Blvd,TX,Prosper,75078-5061,FALSE
20497 Hoot Owl Rd,VA,Bristol,24202,FALSE
102 Heritage Pl,TN,Mount Juliet,37122,FALSE
3491 Avocado Hill Way,CA,Hacienda Heights,91745-6231,FALSE
1609 Dunhill Ct,IL,Northbrook,60062-3823,FALSE
13810 West Sandridge Drive,AZ,Sun City West,85375,FALSE
4170 Asimuth Cir,CA,Union City,94587-4024,FALSE
975 Seven Hills Dr,NV,Henderson,89052-4320,FALSE
1915 E Pine st,SD,Sioux falls,57103,FALSE
124 E 7th St,MD,Frederick,21701-5226,FALSE
59 East Allendale Road,NJ,Saddle River,7458,FALSE
25 Pikes Hl,ME,Norway,04268-4347,FALSE
321 Park Ave,NJ,Park Ridge,07656-2419,FALSE
1998 Fulton Street Apt 3,NY,Brooklyn,11233,FALSE
36401 Snake River Rd,OR,Huntington,97907-5055,FALSE
164 Broadway,CT,Hamden,06518-2616,FALSE
434 Southeast Columbus Street,OR,Albany,97321,FALSE
1578 Silver Knoll Ave,NV,Las Vegas,89123-3837,FALSE
3764 Leesburg Court,GA,Atlanta,30331,FALSE
508 Maple Hill Rd,VT,Arlington,5250,FALSE
3928 East Dexter Avenue,WI,Oak Creek,53154,FALSE
12700 Lake Avenue,OH,Lakewood,44107,FALSE
1114 Linden Street A,TX,Austin,78702,FALSE
2307 Northtowne Drive,OH,Findlay,45840,FALSE
180 Corinth Court,GA,Roswell,30075,FALSE
5200 NW 16th Street,OK,Oklahoma city,73127,FALSE
246 Stafford Dr,IL,Mundelein,60060-2070,FALSE
2235 SW Old Wire Rd.,FL,Lake City,32024,TRUE
2651 Oswood Drive,GA,Tucker,30084,TRUE
1230 Glenhaven Ln.,OH,Batavia,45103,FALSE
191 Willis Rd,MS,Philadelphia,39350,FALSE
5550 Olympic Spirit Lane,NV,Las Vegas,89113,FALSE
3675 South Malta Court,CO,Aurora,80013,FALSE
2103 Bedford St,NY,Rome,13440-2206,FALSE
8285 Sierra Ave Ste 107,CA,Fontana,92335,FALSE
2786 Curry Ford Rd,FL,Orlando,32806,FALSE
1785 Schuetz Rd,MO,Saint Louis,63146,FALSE
9740 Detroit St,CO,Thornton,80229-2630,FALSE
1041 W Market St,PA,Scranton,18508-1217,FALSE
2253 Britt Drive,KY,Hebron,41048,FALSE
235 1/2 Crosat St,IL,La Salle,61301-2533,FALSE
9343 Dirgie Mine Road,NC,Roxboro,27574,FALSE
9021 SW 142nd Ave,FL,Miami,33186,FALSE
25304 Church Rd,DE,Seaford,19973-8667,FALSE
7777 N Wickham Rd,FL,Melbourne,32940,FALSE
9835 VILLAGE BRIAR,TX,San Antonio,78250,FALSE
36 PLEASANT ST APT 3,CT,DANBURY,6810,FALSE
450 Patten Cir,PA,Albrightsville,18210-3738,FALSE
2127 Settlers Park Loop,TX,Round Rock,78665-4669,FALSE
17 Timber Trl,GA,Tifton,31794-2910,FALSE
12722 Wedgewood Dr,WA,Burlington,98233-3801,FALSE
947 Walnut St,PA,Ambridge,15003-1765,FALSE
425 Euclid Ave,NJ,Manasquan,08736-3810,FALSE
3872 Elmira Drive,OH,Dayton,45439,FALSE
1774 Old Sound Creek Circle sw,NC,Ocean Isle Beach,28469,FALSE
6512 Harley Way,CA,Sacramento,95828-2114,FALSE
12174 birwood,MI,detroit,48238,FALSE
21 Bloomingdale Ave,NY,Gloversville,12078-4504,FALSE
110 W 4th Street,WI,Marshfield,54449,FALSE
3743 N 297th Ln,AZ,Buckeye,85396,FALSE
10301 Guernsey Trl,FL,Thontosassa,33592,FALSE
703,TX,Irving,75061,FALSE
19 Romondt Rd,NJ,Pompton Plains,07444-1840,FALSE
7709 Seco Boulevard,TX,Dallas,75217,FALSE
821 regulo place apt 1735,CA,Chula Vista,91910,FALSE
109 Allentown Rd,CT,Wolcott,6716,FALSE
1612 Lucas Ave,MO,St. Louis,63103,FALSE
11134 County Road 2,IN,Middlebury,46540-9632,FALSE
12460 Joel dr,MI,Clio,48420,FALSE
9837 W Marion Street,WI,Milwaukee,53222,FALSE
1318 Bracy Road,AR,Little Rock,72206,FALSE
1358 Filbert St,CA,Madera,93637-5677,FALSE
130 Yankeetown Ave,PA,Homer City,15748-1012,FALSE
2800 Patria St,NC,Winston Salem,27127-4046,FALSE
3402 Poticaw Bayou Rd,MS,Vancleave,39565-8513,FALSE
520 BERKELEY WOODS DR,GA,Duluth,30096,FALSE
121 Conoy Street,PA,Harrisburg,17104,FALSE
3229 Country Walk Dr,GA,Powder Springs,30127-3844,FALSE
4101 13th Street West,FL,lehigh acres,33971,FALSE
640 N Hollywood Way,CA,Burbank,91505-3179,FALSE
18506 West Laura Shore Drive,TX,Cypress,77433,FALSE
5 Penn Plaza,NY,New York,10001,FALSE
36 Yesler Way,NJ,Hillsdale,07642-2611,FALSE
1114 Cates Ct,SC,Summerville,29483-5270,FALSE
1424 Manhattan Ave,CA,Hermosa Beach,90254,FALSE
4600 Elwood Road,FL,Brooksville,34609,FALSE
1522 Center St,NJ,Hillside,07205-1617,FALSE
8762 216th St,NY,Queens Village,11427-1911,FALSE
4933 N Sunrise Ave,AZ,Tucson,85705-1834,TRUE
2796 VINTAGE VIEW LOOP LP,FL,Lakeland,33812,FALSE
12 Northwestern Trl,NJ,Hopatcong,07843-1520,FALSE
1113 C.N.Perry Avenue,CA,Calexico,92231,FALSE
24113 S Blackhawk Dr,IL,Manhattan,60442-8425,FALSE
1797 S Park St,UT,Salt Lake City,84105-2936,FALSE
17010 Knapp St,CA,Northridge,91325-2623,FALSE
5 Mallard Dr,MA,Medway,2053,FALSE
3275 Bashkir Tr,TX,El Paso,79938,FALSE
1405 West waterworks circle,MI,Houghton,49931,FALSE
11080 Gonsalves Pl,CA,Cerritos,90703-6463,FALSE
15 Karen Ave,ME,Windham,04062-4706,FALSE
674 Lafferty Dr,MI,Rochester Hills,48307-2433,FALSE
1037 Cristland Rd,KY,Louisville,40214-4624,FALSE
10785 Main Street,IL,Roscoe,61073,FALSE
2669 State Route 14,NY,Penn Yan,14527-9735,FALSE
762 Claremont Ave,PA,Tamaqua,18252,TRUE
360 Spring St,NC,New London,28127-9723,FALSE
2708 W Mendenhall St,MT,Bozeman,59718-2685,FALSE
584 BENNINGTON ST,MA,Boston,2128,FALSE
1684 Nelson Avenue,NY,Bronx,10453,FALSE
5701 N Mozart St,IL,Chicago,60659-4711,FALSE
6703 Cherry Ln,CA,Rio Linda,95673-3506,FALSE
7426 Still Haven Drive,TX,Richmond,77407,FALSE
115 Wooster Street,NY,New York City,10012,FALSE
2015 W Palmaire Ave,AZ,Phoenix,85021-7835,FALSE
1520 Cooper Dr,TX,Irving,75061,FALSE
1 Avenue at Port Imperial,NJ,West New York,7093,FALSE
1351 Ladyfern St,CA,Plumas Lake,95961-8720,FALSE
37075 Maple St,CA,Fremont,94536-4844,FALSE
50 Presidential Plz Apt 305,NY,Syracuse,13202-2267,TRUE
1103 Vine St,IL,Joliet,60435-4309,FALSE
2080 Danbury Dr,TX,Rockwall,75032-7277,FALSE
3430 Randy Ln.,TX,Katy,77449,FALSE
1102 N Red River St,TX,Mexia,76667-2407,FALSE
134 Venice East Blvd,FL,Venice,34293-4122,FALSE
1911 Pueblo St,TX,Dallas,75212-3816,FALSE
933 SW 10 STREET,FL,MIAMI,33130,FALSE
2607 Cedar Brook Court,TX,Stafford,77477,FALSE
2800 W Baker Rd,TX,Baytown,77521-2437,FALSE
3151 arlotte ave,CA,Long Beach,90808,FALSE
310 S Meridian Ave,CA,Fresno,93702-3028,FALSE
2827 Spruce Valley Ln,TX,Dallas,75233-1307,FALSE
1919 Roselle CT,TX,Arlington,76018,FALSE
445 S Elmwood Ave,IL,Waukegan,60085-5258,FALSE
32128 Avenue 176,CA,Springville,93265-9680,FALSE
908 E Solar Dr,TX,Mission,78574-0424,FALSE
8223 Blackcherry ln,TX,Baytown,77523,FALSE
6716 Moore Rd,NY,Bath,14810,FALSE
3225 Woodland Park Dr Apt 1012,TX,Houston,77082,FALSE
14032 N 61st Ave,AZ,Glendale,85306-4115,FALSE
927 Randa St,TX,Copperas Cove,76522-3628,FALSE
12421 West Judit Court,AZ,Marana,85653,FALSE
7349 176th Street Ct E,WA,Puyallup,98375,FALSE
1862 Caprice Drive,CA,Turlock,95382,FALSE
67 07 Yellowstone blvd 1b,NY,Forest Hills,11375,FALSE
2111 5th Ave,IA,Council Bluffs,51501-3710,FALSE
621 Corsica Ln,GA,Stockbridge,30281-4333,FALSE
5051 Harvard Rd,MI,Detroit,48224-2167,FALSE
12178 County Road 15,ND,Lankin,58250-9444,FALSE
4660 Quarton Rd,MI,Bloomfield Hills,48302-2653,FALSE
5612 Pinfish Ct,MD,Waldorf,20603-4258,FALSE
7188 NEWTON WAY,CA,STANTON,90680-2862,FALSE
3407 Lipizzan Dr,TX,Denton,76210-0259,FALSE
7345 York Rd,IL,Downers Grove,60516-4022,FALSE
29 Fleet Walk,NY,Brooklyn,11201-3123,FALSE
12 Park Lane Avenue,MA,Milford,1757,FALSE
11119 Vanilla Circle Ct,TX,Houston,77044-1272,FALSE
7227 S Hoyne Ave,IL,Chicago,60636-3742,FALSE
1104 Monterrey St,TX,Edinburg,78539-5849,FALSE
3163 Osprey Ln,FL,West Palm Beach,33411-6401,FALSE
603 S Grevillea Ave,CA,Inglewood,90301-4936,FALSE
2535 Oregon Ave,CA,Long Beach,90806-2826,TRUE
8120 Beechwood Ter,NC,Charlotte,28226-3736,FALSE
2114 Walden Park Cir,FL,Kissimmee,34744-6314,FALSE
1432 Rieger Ave,CA,Hayward,94544-4354,FALSE
11725 Downey Avenue,CA,Downey,90241,FALSE
3926 Barbury Palms Way,CA,Perris,92571-7473,FALSE
121 E 214th St,CA,Carson,90745-2002,FALSE
105 Unionville Road,PA,Jim Thorpe,18229,FALSE
572 Mountain Shadow Rd,NC,Jefferson,28640,FALSE
1527 S Shawnee Trl,TX,Odessa,79763-8203,FALSE
7504 Bentonshire Ave,FL,Windermere,34786-6331,FALSE
14048 Leibacher Ave,CA,Norwalk,90650-3533,FALSE
9067 Desert Acacia Lane,CA,Corona,92883,FALSE
1904 W 19th Ave,IN,Gary,46404-2709,FALSE
18385 96th St SE,MN,Becker,55308-8571,FALSE
5011 Idlewild St,MN,Duluth,55804,FALSE
3712 Plum Blossom Ct,NV,Las Vegas,89129,FALSE
6218 Letson Farm Trl,AL,Bessemer,35022-7038,FALSE
115 Harrison St,PA,Kittanning,16201-2127,FALSE
63 Sandelwood Street,OH,Springboro,45066,FALSE
242 1/2 Kings Hwy,LA,Shreveport,71104,FALSE
3646 Pratt Ave,NY,Bronx,10466-5972,FALSE
142 Cherry Bark Cir,MS,Yazoo City,39194-9597,FALSE
19313 Dalby,MI,Redford,48240-1360,FALSE
60 Bowen Rd Lot 3,GA,Tifton,31794,FALSE
1311 Creekside Ct,IA,Waterloo,50702-4302,FALSE
3006 Brillante,CA,San Clemente,92673-3806,FALSE
11416 Farmers Ct,CA,Bloomington,92316-3445,FALSE
5924 Turley Loop Rd SE,WA,Port Orchard,98366-1115,FALSE
2623 KANSAS AVE,CA,South Gate,90280,FALSE
3521 Montclair St,CA,Los Angeles,90018-2440,FALSE
140 Junipero Serra Dr,CA,San Gabriel,91776-1209,FALSE
336 Crestmont Dr,TX,El Paso,79912-5312,TRUE
1309 Harness Ct,CA,Auburn,95603-9025,FALSE
742 Myrtlewood Ln,FL,Melbourne,32940-7754,FALSE
10009 Black Rd,MO,Potosi,63664-8338,FALSE
1222 Hillcrest Rd,AL,Mobile,36695-3956,FALSE
9922 Cloister Dr,TX,Dallas,75228-3619,FALSE
4426 Longvale Dr,TX,San Antonio,78217-3614,FALSE
3622 SW 112th Pl,FL,Miami,33165-3429,FALSE
2298 Heritage Dr,FL,Titusville,32780-4391,FALSE
10943 Centreville St,NY,Ozone Park,11417-2650,FALSE
1928 Grand Club Place,FL,Fort Pierce,34982,FALSE
8928 Tangerine Ave,CA,Hesperia,92345-6645,FALSE
7940 Richion Dr,CA,Sacramento,95823-5109,FALSE
4105 Grace Ave,CA,Baldwin Park,91706-2815,FALSE
1236 Burke Ave,NY,Bronx,10469-5045,FALSE
177 Neptune Dr,NJ,Manahawkin,08050-1748,FALSE
11017 Dodson St,CA,El Monte,91733-2477,FALSE
78 Wesleyan Avenue,NY,Amsterdam,12010,FALSE
8612 El Rancho Ave,CA,Fountain Valley,92708,FALSE
782 Foxtrotter Way,CA,Galt,95632,FALSE
155 S Court Ave,FL,Orlando,32801-3218,FALSE
615 Bay Ridge Ave Apt 5,NY,Brooklyn,11220-5524,FALSE
921 franklin st se,MI,Grand Rapids,49507,TRUE
9910 Sandlet Trail,TX,San Antonio,78254,FALSE
500 Ocean Ave Apt 4K,NY,Brooklyn,11226,FALSE
4744 Quailwood Way,FL,Boynton Beach,33436-0714,FALSE
14734 Rayfield Dr,CA,La Mirada,90638-4935,FALSE
1820 Park Newport,CA,Newport Beach,92660,FALSE
10913 Baird Ave,CA,Porter Ranch,91326-2405,FALSE
344 Bayless Ct,AR,Gassville,72635-8515,TRUE
19434 Gracely Park Ln,TX,Richmond,77407-3843,FALSE
417 Vallerio Avenue,CA,Ojai,93023,FALSE
419 Mountain Rd,NH,Gilmanton Iw,03837-4822,FALSE
7 Windsor lane,NJ,Phillipsburg,8865,FALSE
59 W Main St Apt 1,NY,Webster,14580,FALSE
22 Harvest Drive,NY,Scarsdale,90017,FALSE
44 Tiffany Way,NY,Plattsburgh,12901,FALSE
392 s. mountain ave,CA,upland,91786,FALSE
4801 Fruitvale Ave,CA,Bakersfield,93308-3929,FALSE
110 Wallsburg Ct,NC,Cary,27518-8320,FALSE
965 Kansas Ave SE,SD,Huron,57350-3326,FALSE
5755 Bailey Ridge Ct,GA,Duluth,30097-1709,FALSE
210 E. Magnolia St.,TX,Friendswood,77546,FALSE
2520 Coley Rd,NC,Clarkton,28433-9311,FALSE
17154 Xylite St NE,MN,Andover,55304-5031,FALSE
150 Skokie Hwy,IL,Lake Bluff,60044,FALSE
808 e 12th ave,SD,Mitchell,57301,FALSE
3096 Station Blvd,FL,Brooksville,34604-6866,FALSE
1431 port o call,IL,Palatine,60074,FALSE
8724 Artesia Blvd,CA,Bellflower,90706-8567,FALSE
14403 Boxer Bay,TX,Live Oak,78233-7227,FALSE
7363 DARTMOUTH AVE,MO,SAINT LOUIS,63130,FALSE
9809 Big Bear Dr,NC,Zebulon,27597-6075,FALSE
4717 Northwest 4th Avenue,FL,Pompano Beach,33064,FALSE
9202 Cornish Ct,FL,Orlando,32817-1366,FALSE
5530 S County Rd F,WI,Maple,54854,FALSE
3725 McAvoy Ave,CO,Evans,80620,FALSE
1530 Cedarhill Rd.,CA,Glendale,91202,FALSE
230 first avenue,CA,Lewiston,96052,FALSE
11800 sw 272 terr,FL,homestead,33032,FALSE
1407 Peachtree Blvd,VA,Richmond,23226,FALSE
10909 Oakwood Drive,VA,Fairfax,22030,FALSE
2523 stoneview ln,CA,spring valley,91977,TRUE
504 N Saxony Ct,IL,Havana,62644-1264,FALSE
166 Franklin Dr,KY,Richmond,40475-9691,FALSE
4888 Scott Rd,GA,Cohutta,30710,FALSE
75 Granby Road,MA,Belchertown,1007,FALSE
4 Parkview Ln.,NY,Poughkeepsie,12603,FALSE
2012 Marsh Ct,NC,Clayton,27520-9385,FALSE
1361 El Camino Real,CA,Tustin,92780,FALSE
4 Valeri Dr,MA,Saugus,01906-1284,FALSE
5760 214th Street North,MN,Forest Lake,55025,FALSE
1161 Prim Rd Apt 102,VT,Colchester,05446-6342,TRUE
2 Paulding Terrace,CT,Danbury,6810,FALSE
620 D St NE,IN,Linton,47441,FALSE
4341 Crow Dr Apt B,WY,Laramie,82072-6926,FALSE
32251 co hwy 3,MN,Erhard,56534,FALSE
17522 Davenway Dr,TX,Houston,77084-1199,FALSE
425 Briar Creek Road,IL,Troy,62294,FALSE
2804 Overland Avenue,MD,Baltimore,21214,FALSE
4861 NC Hwy 242 N,NC,Garland,28441-8700,FALSE
221 w main st,NY,stony point,10980,FALSE
56 W 10th St,NY,New York,10011-8702,FALSE
19198 Hitching Post Pl,CA,Riverside,92508,TRUE
3870 La 81 N,LA,Lottie,70756-3430,FALSE
9295 W 73rd Pl,CO,Arvada,80005-4210,FALSE
3025 27th ave se,OR,Albany,97322,FALSE
312 First Street,MN,Brooks,56715,FALSE
48 Brienne Rd,NH,New Durham,3855,FALSE
419 S Jackson St,OH,Lima,45804-1333,TRUE
130 Chichester Rd,NY,Huntington,11743,FALSE
10022 Innsbrook Ct,MN,Monticello,55362-8848,FALSE
1153 Dry Falls Bnd,NV,Mesquite,89034-1103,FALSE
4302 N Quincy Ave,MO,Kansas City,64117-2044,FALSE
120 S Lee Ave,PA,New Castle,16101-1619,FALSE
1114 Winnie Way,PA,Latrobe,15650-9080,FALSE
3100 Terwood Rd,PA,Willow Grove,19090-1415,FALSE
53963 118th St,MN,Parkers Prairie,56361-4823,FALSE
13 sycamore lane,MO,monroe city,63456,FALSE
202 Thrush Dr,PA,Hummelstown,17036-8835,FALSE
31 Grove St,NJ,Roselle Park,07204-1400,FALSE
1614 Tainter Street,WI,Menomonie,54751,FALSE
2309 Broad Boulevard,OH,Cuyahoga Falls,44223,FALSE
N3774 County Road K,WI,Jefferson,53549-9419,FALSE
3805 West Alabama St,TX,houston,77027,FALSE
10 Elm St.,NY,Spring Valley,10977,FALSE
625 Arroyo LN,WA,Bellingham,98229,FALSE
7535 Clark Rd,MI,Bath,48808-9306,FALSE
1109 Lions Health Camp Road,PA,Indiana,15701,FALSE
6100 Gulfport Boulevard South,FL,Gulfport,33707,FALSE
2629 Mayfair Rd,FL,Tallahassee,32303,FALSE
31432 Pennant Court,CA,Temecula,92591,FALSE
9912 123rd St,IA,Davenport,52804-9148,FALSE
12140 Worthwood St,TX,Crowley,76036-4151,FALSE
26 Collins Road,NY,Glen Cove,11542,FALSE
1717 Hoyt St,WI,Madison,53726-4016,FALSE
735 N Niagara St,CA,Burbank,91505,FALSE
2599 Sheridan Road,FL,Mount Dora,32757,FALSE
13742 Daniels Landing Cir,FL,Winter Garden,34787-4383,FALSE
W1171 Lonbasco Lane,WI,Gleason,54435,FALSE
1021 Russell store rd,SC,Saint Stephen,29479,FALSE
449 Highway 105,IA,Lake Mills,50450-8019,FALSE
2834 Duffton Loop,FL,Tallahassee,32303,FALSE
111 Churchwardens Rd,MD,Baltimore,21212-2935,FALSE
26 Canfield Court,MO,Lake St Louis,63367,FALSE
1675 NW 112th Ter,FL,Coral Springs,33071-6347,FALSE
736 Bridgecreek Court,FL,Sanford,32771,FALSE
10 S Cagwin Ave,IL,Joliet,60436-1671,FALSE
1470 Marsh Way,CA,Riverside,92501,FALSE
4102 Irish Moss Ln,CA,San Bernardino,92407,FALSE
15821 Hollingbourne Rd,NC,Huntersville,28078-5724,FALSE
6498 Oak Grove Road,TN,Christiana,37037,FALSE
909 Grand Ave,CA,Ojai,93023,FALSE
3201 CHANDLER ST # B,TX,EL PASO,79904,FALSE
1303 E Grand Ave,TX,Comanche,76442-2613,FALSE
306 Ricks Street,MS,Shaw,38773,FALSE
14525 Tooley Pl,VA,Chester,23831-6629,FALSE
1547 Partridge Dr,CA,Hercules,94547,FALSE
110 ChestnutDr.,MS,Clinton,39056,FALSE
2617 SE 38th Trail,FL,Okeechobee,34974,FALSE
5225 Town and Country Blvd,TX,Frisco,75034-8270,FALSE
7756 Melotte St,CA,San Diego,92119-1236,FALSE
1533 AUTUMN DR,TN,CLARKSVILLE,37042-1706,FALSE
222 Kingsberry Drive,NJ,Franklin Township,8873,FALSE
735 Bellflower Rd,OR,Clatskanie,97016-2854,FALSE
1342 Granger Avenue,OH,Lakewood,44107,FALSE
1734 Fircrest Ct,FL,Wesley Chapel,33543-8167,FALSE
12769 Highway 165,LA,Kinder,70648-5822,FALSE
3812 Sunset Cove Dr,FL,Port Orange,32129-1915,FALSE
1120 Navajo Trl,AL,Alabaster,35007,FALSE
4506 S Saint Lawrence,IL,Chicago,60653,FALSE
7398 Tiercel dr,TN,Ooltewah,37363,FALSE
20411 Degagne Ct,CA,Tehachapi,93561-7682,FALSE
115 W Hillcrest St,FL,Altamonte Springs,32714-2564,FALSE
5101 Parkplace Dr,TX,Argyle,76226-2211,FALSE
114373 s 4190 rd,OK,checotah,74426,FALSE
426 9th Avenue,MN,Two Harbors,55616,FALSE
708 Commercial Ave N,MN,Sandstone,55072,FALSE
5536 Bonniebrook RD,OH,Sylvania,43560,FALSE
615 Nicollet Ave,MN,North Mankato,56003-3844,FALSE
1004 W Harnett St,NC,Dunn,28334-3824,FALSE
501 Murphy Ranch Rd Apt 442,CA,Milpitas,95035-7996,FALSE
2014 evergreen Rd,LA,Westlake,70669,FALSE
2580 Yoder Tipton Rd,KY,Taylorsville,40071-9748,FALSE
708 East LaSalle Drive,ND,Bismarck,58503,FALSE
578 Mellowood Ave,FL,Orlando,32825-8054,FALSE
302 glendale ave San Marcos,CA,San Marcos,92069,FALSE
3705 Rolling Lane,OK,Midwest City,73110,FALSE
9237 Windsor Lane NE apt D203,WA,Olympia,98516,FALSE
4919 Grassy Knoll Dr,FL,Tavares,32778,FALSE
1315 Sussex Dr,MS,Ocean Springs,39564-3326,FALSE
26040 Branch Rd,DE,Millsboro,19966-4972,FALSE
24 Tylers Cookie Ln,NC,Asheville,28806-8862,FALSE
10 Marble Rd,AZ,Page,86040,FALSE
921 ADELPHI CT,FL,FORT MYERS,33919,FALSE
1304 N Winthrop Rd,IN,Muncie,47304,FALSE
9057 Loreleigh Way,VA,Fairfax,22031-2050,FALSE
6189 Lake Ave,NY,Orchard Park,14127-1216,FALSE
5869 Wrenwater Dr,FL,Lithia,33547-4859,FALSE
102 Greenway Dr,IL,Edwardsville,62025-2448,FALSE
157 West Lincoln Avenue,CA,Anaheim,92805,FALSE
500 E Dollie St Apt 1,CA,Oxnard,93033-7677,FALSE
3341 Chastain Xing,GA,Marietta,30066,FALSE
333 Shoemaker Rd,CA,Hoopa,95546-9776,FALSE
1250 Bayport Terrace,WI,Green Bay,54313,FALSE
3418 Park Pl,PA,Bethlehem,18017,FALSE
417 Brooklyn Mountain Rd,NJ,Hopatcong,07843-1276,FALSE
8946 Jules Lane,IN,Indianapolis,46278,FALSE
4929 Cortland Dr,FL,Davenport,33837,FALSE
7857 Kelvedon Way,CA,Sacramento,95829-1451,FALSE
455 Westside Blvd,CA,Hollister,95023-3421,FALSE
1204 Troy Ln,TX,Round Rock,78664,FALSE
9737 Good Luck Rd Apt 11,MD,Lanham,20706-3318,FALSE
5550 Colbath Avenue,CA,Sherman Oaks,91401,FALSE
8316 Grey Abbey Pl,NC,Raleigh,27615-2823,FALSE
3680 Beat Rd,OH,Litchfield,44253-9725,FALSE
12708 S City Heights Dr,UT,Riverton,84065-5904,FALSE
11551 Georgia Street,IN,Crown Point,46307,FALSE
3551 Gerkin Road,CA,Bishop,93514,FALSE
517 Chyrl Way,CA,Suisun City,94585-1819,FALSE
36117 Thompson Quarry Rd,NY,La Fargeville,13656-2110,FALSE
15B Twin Meadow Dr,NH,Hudson,03051-3036,FALSE
1157 Howard Street SE,OR,Salem,97301,FALSE
475 Kess Way,NV,Reno,89506,FALSE
507 E 6th St,AZ,Casa Grande,85122-4130,FALSE
7509 Boat Wind Rd,TX,Fort Worth,76179-1559,FALSE
1602 37th Avenue Pl,CO,Greeley,80634-3442,FALSE
4632 Tensweep,OH,New Albany,43054-8917,TRUE
4955 Bellchase Dr,TX,Beaumont,77706-7764,FALSE
826 East Anapamu Street,CA,Santa Barbara,93103,FALSE
8966 Forestwood Ln.,WI,Woodruff,54568,FALSE
1507 7th St 671,CA,Santa Monica,90401-2605,FALSE
4547 E Coronado Dr,AZ,Tucson,85718,FALSE
2420 Cedar St,PA,Philadelphia,19125-3018,FALSE
115 Millard Ave,NY,West Babylon,11704-7338,FALSE
2131 N 57th Ter,FL,Hollywood,33021-3822,FALSE
2652 Mulberry Loop,VA,Virginia Beach,23456,FALSE
2164 Windsor Rd,PA,Windsor,17366,FALSE
1371 Us Highway 224,OH,New London,44851,TRUE
2317 Olive Ave,CA,Altadena,91001-5541,FALSE
208 Rebecca Ave,IL,Princeville,61559,FALSE
1887 Dry Branch Rd,SC,LUGOFF,29078,FALSE
15814 Northeast 85th Street,WA,Vancouver,98682,FALSE
1119 Falling Tree Court,TN,Murfreesboro,37130,FALSE
1293 Potrero Cir,CA,Suisun City,94585-4119,FALSE
8921 South Morrice Road,MI,Morrice,48857,FALSE
763 Elm St NW,OK,Piedmont,73078-8915,FALSE
2922 Sheridan Ave,WY,Cody,82414,FALSE
1727 Lyncrest Avenue,MS,Jackson,39202,FALSE
25 W Sandusky St,OH,Mechanicsburg,43044,FALSE
2 Marquis St,NJ,Toms River,08757-4122,FALSE
523 Douglass Ave,WA,Richland,99352,FALSE
57 Alsace Avenue,NY,Buffalo,14220,FALSE
128 Crown Point Rd,SC,Lexington,29073-8059,FALSE
27712 140th Avenue Southwest,WA,Vashon,98070,FALSE
216 S La Amador Trl,AZ,Casa Grande,85194-8542,FALSE
1918 N Division St,NV,Carson City,89703,FALSE
8611 Greenback Ln,CA,Orangevale,95662-3912,FALSE
5021 sienna trail,CA,Camino,95709,TRUE
178 North Cromwell Drive,NC,Mooresville,28115,FALSE
115 University Avenue Northeast,MN,Minneapolis,55413,FALSE
5224 Michigan Avenue,FL,Sanford,32771,FALSE
190 Gardenia Avenue,CA,Camarillo,93010,FALSE
3068 N Hwy 112,AR,Springdale,72762,FALSE
2481 Bridle Circle,IL,Round Lake Beach,60073,FALSE
Senee Ct.,MA,AMESBURY,1913,FALSE
